club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Newcastle United,Laurent Robert,30.0,Left Winger,Portsmouth,"End of loanDec 31, 2005",in,0.0,Premier League,2005,2005/2006
Newcastle United,Matthew Pattison,19.0,Central Midfield,Newcastle U18,-,in,0.0,Premier League,2005,2005/2006
Newcastle United,Liam Atkin,18.0,Centre-Back,Newcastle U18,-,in,0.0,Premier League,2005,2005/2006
Newcastle United,Alan O'Brien,20.0,Left Midfield,Carlisle United,"End of loanNov 1, 2005",in,0.0,Premier League,2005,2005/2006
Newcastle United,James Milner,20.0,Central Midfield,Aston Villa,"End of loanMay 8, 2006",in,0.0,Premier League,2005,2005/2006
Newcastle United,Hugo Viana,22.0,Central Midfield,Sporting CP,"End of loanJun 30, 2005",in,0.0,Premier League,2005,2005/2006
Newcastle United,Jermaine Jenas,22.0,Central Midfield,Spurs,£13.50m,out,13.5,Premier League,2005,2005/2006
Newcastle United,Craig Bellamy,25.0,Left Winger,Blackburn,£6.75m,out,6.75,Premier League,2005,2005/2006
Newcastle United,Andrew O'Brien,26.0,Centre-Back,Portsmouth,£2.70m,out,2.7,Premier League,2005,2005/2006
Newcastle United,Laurent Robert,30.0,Left Winger,Portsmouth,Loan fee:£2.07m,out,2.07,Premier League,2005,2005/2006
Newcastle United,Darren Ambrose,21.0,Left Midfield,Charlton,£1.44m,out,1.44,Premier League,2005,2005/2006
Newcastle United,Aaron Hughes,25.0,Centre-Back,Aston Villa,£1.35m,out,1.35,Premier League,2005,2005/2006
Newcastle United,James Milner,19.0,Central Midfield,Aston Villa,Loan,out,0.0,Premier League,2005,2005/2006
Newcastle United,Laurent Robert,30.0,Left Winger,Benfica,Free Transfer,out,0.0,Premier League,2005,2005/2006
Newcastle United,Daryl Smylie,19.0,Attacking Midfield,Stockport,Loan,out,0.0,Premier League,2005,2005/2006
Newcastle United,Alan O'Brien,20.0,Left Midfield,Carlisle United,Loan,out,0.0,Premier League,2005,2005/2006
Newcastle United,Patrick Kluivert,29.0,Centre-Forward,Valencia,Free Transfer,out,0.0,Premier League,2005,2005/2006
Newcastle United,Jamie McClen,26.0,Central Midfield,Carlisle United,Free Transfer,out,0.0,Premier League,2005,2005/2006
Newcastle United,Nicky Butt,30.0,Central Midfield,Birmingham,Loan,out,0.0,Premier League,2005,2005/2006
Newcastle United,Hugo Viana,22.0,Central Midfield,Valencia,Loan,out,0.0,Premier League,2005,2005/2006
Newcastle United,Stephen Brennan,22.0,Defensive Midfield,St. Patricks,Free Transfer,out,0.0,Premier League,2005,2005/2006
Newcastle United,Guy Bates,20.0,Centre-Forward,Darlington,?,out,,Premier League,2005,2005/2006
Blackburn Rovers,Craig Bellamy,25.0,Left Winger,Newcastle,£6.75m,in,6.75,Premier League,2005,2005/2006
Blackburn Rovers,David Bentley,21.0,Right Midfield,Arsenal,£1.58m,in,1.58,Premier League,2005,2005/2006
Blackburn Rovers,Florent Sinama-Pongolle,21.0,Second Striker,Liverpool,Loan fee:£135k,in,0.135,Premier League,2005,2005/2006
Blackburn Rovers,David Bentley,20.0,Right Midfield,Arsenal,Loan,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Shefki Kuqi,28.0,Centre-Forward,Ipswich,Free Transfer,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Zurab Khizanishvili,23.0,Centre-Back,Rangers,Loan,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Richard Lee,22.0,Goalkeeper,Watford,Loan,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Zak Jones,17.0,Goalkeeper,Southampton,?,in,,Premier League,2005,2005/2006
Blackburn Rovers,Keith Barker,19.0,Forward,Cercle Brugge,"End of loanMar 1, 2006",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Paul Gallagher,21.0,Central Midfield,Stoke City,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Andy Taylor,19.0,Left-Back,Blackburn U18,-,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Joel Byrom,18.0,Central Midfield,Blackburn U18,-,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Andy Taylor,19.0,Left-Back,QPR,"End of loanFeb 1, 2006",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Luke Jones,19.0,Centre-Back,Cercle Brugge,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Gary Harkins,20.0,Attacking Midfield,Blackpool,"End of loanDec 18, 2005",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Andy Taylor,20.0,Left-Back,Blackpool,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Sergio Peter,18.0,Left Midfield,Blackburn U21,-,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Luke Jones,18.0,Centre-Back,Blackburn U18,-,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jemal Johnson,20.0,Right Winger,Darlington,"End of loanApr 1, 2006",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jemal Johnson,20.0,Right Winger,Preston NE,"End of loanNov 1, 2005",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jonathan Douglas,24.0,Central Midfield,Leeds,"End of loanMay 31, 2006",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Keith Barker,18.0,Forward,Blackburn U18,-,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jay McEveley,20.0,Centre-Back,Ipswich,"End of loanDec 31, 2005",in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Zak Jones,16.0,Goalkeeper,Blackburn U18,-,in,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jon Stead,22.0,Centre-Forward,Sunderland,£2.43m,out,2.43,Premier League,2005,2005/2006
Blackburn Rovers,Andy Taylor,19.0,Left-Back,QPR,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Luke Jones,18.0,Centre-Back,Cercle Brugge,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Keith Barker,19.0,Forward,Cercle Brugge,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jemal Johnson,20.0,Right Winger,Preston NE,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Matt Jansen,28.0,Centre-Forward,Bolton,Free Transfer,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jonathan Douglas,23.0,Central Midfield,Leeds,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Garry Flitcroft,33.0,Central Midfield,Sheffield Utd.,Free Transfer,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Alan Morgan,21.0,Left Midfield,Inverness Cal.,Free Transfer,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jemal Johnson,20.0,Right Winger,Darlington,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Zak Jones,16.0,Goalkeeper,Southampton,Free Transfer,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Craig Short,37.0,Centre-Back,Sheffield Utd.,Free Transfer,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,David Thompson,28.0,Right Midfield,Wigan,Free Transfer,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Paul Gallagher,20.0,Central Midfield,Stoke City,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Andy Taylor,19.0,Left-Back,Blackpool,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Gary Harkins,20.0,Attacking Midfield,Blackpool,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Nils-Eric Johansson,25.0,Left-Back,Leicester,Free Transfer,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Jay McEveley,20.0,Centre-Back,Ipswich,Loan,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,David Yelldell,23.0,Goalkeeper,Stuttg. Kickers,?,out,,Premier League,2005,2005/2006
Blackburn Rovers,Zurab Khizanishvili,24.0,Centre-Back,Rangers,"End of loanMay 31, 2006",out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,David Bentley,21.0,Right Midfield,Arsenal,"End of loanDec 1, 2005",out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Paul Weaver,19.0,Midfielder,Blackburn U21,-,out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Florent Sinama-Pongolle,21.0,Second Striker,Liverpool,"End of loanMay 8, 2006",out,0.0,Premier League,2005,2005/2006
Blackburn Rovers,Richard Lee,23.0,Goalkeeper,Watford,"End of loanMay 1, 2006",out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Benjani,27.0,Centre-Forward,AJ Auxerre,£5.40m,in,5.4,Premier League,2005,2005/2006
Portsmouth FC,Andrew O'Brien,26.0,Centre-Back,Newcastle,£2.70m,in,2.7,Premier League,2005,2005/2006
Portsmouth FC,Jhon Viáfara,26.0,Defensive Midfield,Once Caldas,£2.16m,in,2.16,Premier League,2005,2005/2006
Portsmouth FC,Laurent Robert,30.0,Left Winger,Newcastle,Loan fee:£2.07m,in,2.07,Premier League,2005,2005/2006
Portsmouth FC,Brian Priske,28.0,Right-Back,KRC Genk,£675k,in,0.675,Premier League,2005,2005/2006
Portsmouth FC,Emmanuel Olisadebe,26.0,Centre-Forward,Panathinaikos,£450k,in,0.45,Premier League,2005,2005/2006
Portsmouth FC,Andrés D'Alessandro,24.0,Attacking Midfield,VfL Wolfsburg,Loan fee:£450k,in,0.45,Premier League,2005,2005/2006
Portsmouth FC,Zvonimir Vukic,25.0,Attacking Midfield,Shakhtar D.,Loan fee:£360k,in,0.36,Premier League,2005,2005/2006
Portsmouth FC,Franck Songo'o,18.0,Right Winger,Barça U19,£338k,in,0.33799999999999997,Premier League,2005,2005/2006
Portsmouth FC,Dean Kiely,35.0,Goalkeeper,Charlton,£225k,in,0.225,Premier League,2005,2005/2006
Portsmouth FC,Wayne Routledge,21.0,Left Winger,Spurs,Loan,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Grégory Vignal,23.0,Left-Back,Liverpool,Free Transfer,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Darío Silva,32.0,Centre-Forward,Sevilla FC,Free Transfer,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Collins Mbesuma,21.0,Centre-Forward,Kaizer Chiefs,Free Transfer,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Berlin,18.0,Centre-Forward,Westerlo Res.,Free Transfer,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Salif Diao,28.0,Defensive Midfield,Liverpool,Loan,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Sander Westerveld,30.0,Goalkeeper,Real Sociedad,Free Transfer,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Pedro Mendes,26.0,Defensive Midfield,Spurs,?,in,,Premier League,2005,2005/2006
Portsmouth FC,Noé Pamarot,26.0,Centre-Back,Spurs,?,in,,Premier League,2005,2005/2006
Portsmouth FC,Ognjen Koroman,26.0,Right Winger,Terek Grozny,Loan,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Azar Karadas,23.0,Centre-Back,Benfica,Loan,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Sean Davis,26.0,Defensive Midfield,Spurs,?,in,,Premier League,2005,2005/2006
Portsmouth FC,Sander Westerveld,31.0,Goalkeeper,Everton,"End of loanApr 1, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Liam Horsted,20.0,Left Winger,Dunfermline A.,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Marc Wilson,17.0,Centre-Back,Portsmouth U18,-,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Richard Duffy,20.0,Centre-Back,Coventry,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Vincent Péricard,23.0,Centre-Forward,Sheffield Utd.,"End of loanNov 1, 2005",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,James Keene,20.0,Centre-Forward,Boston United,"End of loanFeb 13, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Marc Wilson,18.0,Centre-Back,Yeovil Town,"End of loanApr 10, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Daryl Fordyce,18.0,Attacking Midfield,Portsmouth U18,-,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Vincent Péricard,23.0,Centre-Forward,Plymouth,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Asmir Begovic,18.0,Goalkeeper,AA La Louviere,"End of loanDec 31, 2005",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Gary Silk,21.0,Right-Back,Boston United,"End of loanApr 1, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Jhon Viáfara,27.0,Defensive Midfield,Real Sociedad,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Asmir Begovic,18.0,Goalkeeper,Portsmouth U18,-,in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Daryl Fordyce,19.0,Attacking Midfield,Bournemouth,"End of loanMay 7, 2006",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,James Keene,19.0,Centre-Forward,Bournemouth,"End of loanDec 13, 2005",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Chris Clark,21.0,Midfielder,Stoke City,"End of loanJun 30, 2005",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Ivica Mornar,31.0,Centre-Forward,Stade Rennais,"End of loanJun 30, 2005",in,0.0,Premier League,2005,2005/2006
Portsmouth FC,Yakubu Aiyegbeni,22.0,Centre-Forward,Middlesbrough,£8.78m,out,8.78,Premier League,2005,2005/2006
Portsmouth FC,Ricardo Fuller,25.0,Centre-Forward,Southampton,£135k,out,0.135,Premier League,2005,2005/2006
Portsmouth FC,Richard Duffy,19.0,Centre-Back,Coventry,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Aleksandar Rodic,26.0,Centre-Forward,Kayserispor,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Jhon Viáfara,27.0,Defensive Midfield,Real Sociedad,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,David Unsworth,31.0,Left-Back,Sheffield Utd.,Free Transfer,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Daryl Fordyce,19.0,Attacking Midfield,Bournemouth,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Liam Horsted,19.0,Left Winger,Dunfermline A.,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Andrea Guatelli,21.0,Goalkeeper,Oxford United,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Shaun Cooper,21.0,Defensive Midfield,Bournemouth,Free Transfer,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,James Keene,19.0,Centre-Forward,Bournemouth,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Konstantinos Chalkias,31.0,Goalkeeper,Real Murcia,Free Transfer,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Patrik Berger,31.0,Attacking Midfield,Aston Villa,Free Transfer,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Gary Silk,21.0,Right-Back,Boston United,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Arjan de Zeeuw,35.0,Centre-Back,Wigan,Free Transfer,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Vincent Péricard,23.0,Centre-Forward,Plymouth,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Marc Wilson,18.0,Centre-Back,Yeovil Town,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Asmir Begovic,18.0,Goalkeeper,AA La Louviere,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Vincent Péricard,22.0,Centre-Forward,Sheffield Utd.,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Giannis Skopelitis,27.0,Defensive Midfield,AO Egaleo,Free Transfer,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,James Keene,20.0,Centre-Forward,Boston United,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Steve Stone,33.0,Right Midfield,Leeds,Free Transfer,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Sander Westerveld,31.0,Goalkeeper,Everton,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,James Keene,20.0,Centre-Forward,GAIS,Loan,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Shaka Hislop,36.0,Goalkeeper,West Ham,Free Transfer,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Salif Diao,29.0,Defensive Midfield,Liverpool,"End of loanMay 1, 2006",out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Ognjen Koroman,27.0,Right Winger,Terek Grozny,"End of loanMay 1, 2006",out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Zvonimir Vukic,26.0,Attacking Midfield,Shakhtar D.,"End of loanDec 1, 2005",out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Darío Silva,33.0,Centre-Forward,Without Club,-,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Wayne Routledge,21.0,Left Winger,Spurs,"End of loanMay 31, 2006",out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Chris Clark,21.0,Midfielder,Portsmouth U21,-,out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Andrés D'Alessandro,25.0,Attacking Midfield,VfL Wolfsburg,"End of loanMay 1, 2006",out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Laurent Robert,30.0,Left Winger,Newcastle,"End of loanDec 31, 2005",out,0.0,Premier League,2005,2005/2006
Portsmouth FC,Hayden Foxe,28.0,Centre-Back,Career break,-,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Nathan Ellington,23.0,Centre-Forward,Wigan,£4.05m,in,4.05,Premier League,2005,2005/2006
West Bromwich Albion,Curtis Davies,20.0,Centre-Back,Luton Town,£4.05m,in,4.05,Premier League,2005,2005/2006
West Bromwich Albion,Diomansy Kamara,24.0,Right Winger,Modena,£2.03m,in,2.03,Premier League,2005,2005/2006
West Bromwich Albion,Darren Carter,21.0,Central Midfield,Birmingham,£2.03m,in,2.03,Premier League,2005,2005/2006
West Bromwich Albion,Nigel Quashie,27.0,Central Midfield,Southampton,£1.62m,in,1.62,Premier League,2005,2005/2006
West Bromwich Albion,Chris Kirkland,24.0,Goalkeeper,Liverpool,Loan,in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Williams Martínez,23.0,Centre-Back,Defensor,Loan,in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Steve Watson,31.0,Right Midfield,Everton,Free Transfer,in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Jan Kozak,25.0,Attacking Midfield,Artmedia Brat.,Loan,in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Stuart Nicholson,18.0,Centre-Forward,West Brom U18,-,in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Rob Davies,18.0,Central Midfield,West Brom U18,-,in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Lloyd Dyer,23.0,Left Midfield,QPR,"End of loanDec 1, 2005",in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Jason Koumas,25.0,Attacking Midfield,Cardiff,"End of loanMay 31, 2005",in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Jeff Forsyth,17.0,Centre-Back,West Brom U18,-,in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Russell Hoult,32.0,Goalkeeper,Nottm Forest,"End of loanOct 1, 2005",in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Jared Hodgkiss,18.0,Right-Back,West Brom U18,-,in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Richard Chaplow,21.0,Central Midfield,Southampton,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Robert Earnshaw,24.0,Centre-Forward,Norwich,£3.71m,out,3.71,Premier League,2005,2005/2006
West Bromwich Albion,Geoff Horsfield,31.0,Centre-Forward,Sheffield Utd.,£1.62m,out,1.62,Premier League,2005,2005/2006
West Bromwich Albion,Rob Hulse,25.0,Centre-Forward,Leeds,£1.49m,out,1.49,Premier League,2005,2005/2006
West Bromwich Albion,Darren Purse,28.0,Centre-Back,Cardiff,£810k,out,0.81,Premier League,2005,2005/2006
West Bromwich Albion,Darren Moore,31.0,Centre-Back,Derby,£360k,out,0.36,Premier League,2005,2005/2006
West Bromwich Albion,Lloyd Dyer,23.0,Left Midfield,Millwall,£180k,out,0.18,Premier League,2005,2005/2006
West Bromwich Albion,Artim Sakiri,31.0,Left Midfield,Aalborg BK,Free Transfer,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Joe Murphy,23.0,Goalkeeper,Sunderland,Free Transfer,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Riccardo Scimeca,30.0,Centre-Back,Cardiff,Free Transfer,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Lloyd Dyer,23.0,Left Midfield,QPR,Loan,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Richard Chaplow,21.0,Central Midfield,Southampton,Loan,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Jason Koumas,25.0,Attacking Midfield,Cardiff,Loan,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Matthew Turner,23.0,Forward,Herfölge BK,Free Transfer,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Russell Hoult,32.0,Goalkeeper,Nottm Forest,Loan,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Simon Miotto,35.0,Goalkeeper,Ölstykke FC,Free Transfer,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Chris Kirkland,24.0,Goalkeeper,Liverpool,"End of loanMay 1, 2006",out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Sekou Berthé,27.0,Centre-Back,Without Club,-,out,0.0,Premier League,2005,2005/2006
West Bromwich Albion,Williams Martínez,23.0,Centre-Back,Defensor,"End of loanMay 8, 2006",out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Jon Stead,22.0,Centre-Forward,Blackburn,£2.43m,in,2.43,Premier League,2005,2005/2006
Sunderland AFC,Kelvin Davis,28.0,Goalkeeper,Ipswich,£1.69m,in,1.69,Premier League,2005,2005/2006
Sunderland AFC,Andy Gray,27.0,Centre-Forward,Sheffield Utd.,£1.08m,in,1.08,Premier League,2005,2005/2006
Sunderland AFC,Daryl Murphy,22.0,Centre-Forward,Waterford FC,£135k,in,0.135,Premier League,2005,2005/2006
Sunderland AFC,Tommy Miller,26.0,Central Midfield,Ipswich,Free Transfer,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Joe Murphy,23.0,Goalkeeper,West Brom,Free Transfer,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Kevin Smith,18.0,Centre-Forward,Leeds,Free Transfer,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Christian Bassila,27.0,Centre-Back,R. Strasbourg,Free Transfer,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Alan Stubbs,33.0,Centre-Back,Everton,Free Transfer,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Rory Delap,29.0,Central Midfield,Southampton,Free Transfer,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Anthony Le Tallec,20.0,Centre-Forward,Liverpool,Loan,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Nyron Nosworthy,24.0,Centre-Back,Gillingham FC,Free Transfer,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Martin Woods,19.0,Central Midfield,Leeds,Free Transfer,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Justin Hoyte,20.0,Right-Back,Arsenal,Loan,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Sean Taylor,20.0,Midfielder,Blackpool,"End of loanMay 7, 2006",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Neill Collins,22.0,Centre-Back,Hartlepool Utd.,"End of loanDec 31, 2005",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Andy Welsh,22.0,Left Midfield,Leicester,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Grant Leadbitter,19.0,Central Midfield,Rotherham,"End of loanNov 1, 2005",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Joe Murphy,24.0,Goalkeeper,Walsall,"End of loanDec 31, 2005",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Neill Collins,22.0,Centre-Back,Sheffield Utd.,"End of loanMay 1, 2006",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Chris Brown,20.0,Centre-Forward,Hull City,"End of loanNov 23, 2005",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Jake Richardson,16.0,Central Midfield,Sunderland U18,-,in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Daryl Murphy,22.0,Centre-Forward,Sheff Wed,"End of loanDec 1, 2005",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Daniel Smith,19.0,Left-Back,Huddersfield,"End of loanMar 5, 2006",in,0.0,Premier League,2005,2005/2006
Sunderland AFC,Andy Gray,28.0,Centre-Forward,Burnley,£990k,out,0.99,Premier League,2005,2005/2006
Sunderland AFC,Sean Thornton,22.0,Central Midfield,Doncaster,£225k,out,0.225,Premier League,2005,2005/2006
Sunderland AFC,Carl Robinson,29.0,Central Midfield,Norwich,£68k,out,0.068,Premier League,2005,2005/2006
Sunderland AFC,Alan Stubbs,34.0,Centre-Back,Everton,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Daniel Smith,19.0,Left-Back,Huddersfield,Loan,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Andy Welsh,22.0,Left Midfield,Leicester,Loan,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Grant Leadbitter,19.0,Central Midfield,Rotherham,Loan,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Marcus Stewart,32.0,Centre-Forward,Bristol City,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Mark Lynch,23.0,Right-Back,Hull City,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Neil Teggart,20.0,Centre-Forward,Perth Glory,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Mart Poom,33.0,Goalkeeper,Arsenal,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Neill Collins,22.0,Centre-Back,Sheffield Utd.,Loan,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Chris Brown,20.0,Centre-Forward,Hull City,Loan,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Jeff Whitley,26.0,Defensive Midfield,Cardiff,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Daryl Murphy,22.0,Centre-Forward,Sheff Wed,Loan,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Chris Kingsberry,19.0,Midfielder,Linfield,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Michael Bridges,26.0,Centre-Forward,Bristol City,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Jonjo Dickman,23.0,Right Midfield,Darlington,Free Transfer,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Sean Taylor,20.0,Midfielder,Blackpool,Loan,out,0.0,Premier League,2005,2005/2006
Sunderland AFC,Neill Collins,21.0,Centre-Back,Hartlepool Utd.,Loan,out,0.0,Premier League,2005,2005/2006
