club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Sunderland AFC,Jordan Cook,21.0,Second Striker,Walsall,"End of loanMay 21, 2011",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,David Healy,31.0,Centre-Forward,Doncaster,"End of loanJan 4, 2011",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Trevor Carson,22.0,Goalkeeper,Lincoln City,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Matthew Kilgallon,27.0,Centre-Back,Doncaster,"End of loanMay 8, 2011",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Ryan Noble,19.0,Centre-Forward,Derby,"End of loanOct 27, 2010",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,George McCartney,30.0,Left-Back,Leeds,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Jack Colback,21.0,Defensive Midfield,Ipswich,"End of loanJan 4, 2011",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Jack Colback,20.0,Defensive Midfield,Ipswich,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Nyron Nosworthy,29.0,Centre-Back,Sheffield Utd.,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Daryl Murphy,27.0,Centre-Forward,Ipswich,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Márton Fülöp,27.0,Goalkeeper,Man City,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Sunderland AFC,Darren Bent,26.0,Centre-Forward,Aston Villa,£19.35m,out,19.35,Premier League,2010,2010/2011
Sunderland AFC,Kenwyne Jones,25.0,Centre-Forward,Stoke City,£8.73m,out,8.73,Premier League,2010,2010/2011
Sunderland AFC,Lorik Cana,26.0,Centre-Back,Galatasaray,£4.05m,out,4.05,Premier League,2010,2010/2011
Sunderland AFC,Martyn Waghorn,20.0,Centre-Forward,Leicester,£3.24m,out,3.24,Premier League,2010,2010/2011
Sunderland AFC,Daryl Murphy,27.0,Centre-Forward,Celtic,£1.53m,out,1.53,Premier League,2010,2010/2011
Sunderland AFC,Márton Fülöp,27.0,Goalkeeper,Ipswich,£383k,out,0.38299999999999995,Premier League,2010,2010/2011
Sunderland AFC,Paulo da Silva,30.0,Centre-Back,Real Zaragoza,£315k,out,0.315,Premier League,2010,2010/2011
Sunderland AFC,Jack Colback,20.0,Defensive Midfield,Ipswich,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Robbie Weir,21.0,Central Midfield,York City,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Matthew Kilgallon,27.0,Centre-Back,Doncaster,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,David Healy,31.0,Centre-Forward,Rangers,Free Transfer,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Michael Liddle,20.0,Left-Back,Leyton Orient,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Robbie Weir,22.0,Central Midfield,Tranmere Rovers,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Teemu Tainio,30.0,Defensive Midfield,Ajax,Free Transfer,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Jordan Cook,21.0,Second Striker,Walsall,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Ryan Noble,19.0,Centre-Forward,Derby,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Roy O'Donovan,24.0,Centre-Forward,Coventry,Free Transfer,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,David Healy,31.0,Centre-Forward,Doncaster,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Nyron Nosworthy,29.0,Centre-Back,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Trevor Carson,22.0,Goalkeeper,Lincoln City,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Jean-Yves M'voto,21.0,Centre-Back,Oldham Athletic,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Andy Reid,28.0,Left Midfield,Blackpool,Free Transfer,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Matthew Kilgallon,26.0,Centre-Back,Middlesbrough,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Trevor Carson,22.0,Goalkeeper,Brentford,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,George McCartney,29.0,Left-Back,Leeds,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Andy Reid,28.0,Left Midfield,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Oumare Tounkara,20.0,Centre-Forward,Oldham Athletic,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Adam Reed,19.0,Defensive Midfield,Brentford,Loan,out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Nedum Onuoha,24.0,Centre-Back,Man City,"End of loanMay 1, 2011",out,0.0,Premier League,2010,2010/2011
Sunderland AFC,Danny Welbeck,20.0,Centre-Forward,Man Utd,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Birmingham City,Ben Foster,27.0,Goalkeeper,Man Utd,£6.30m,in,6.3,Premier League,2010,2010/2011
Birmingham City,Nikola Zigic,29.0,Centre-Forward,Valencia,£6.30m,in,6.3,Premier League,2010,2010/2011
Birmingham City,Jean Beausejour,26.0,Left-Back,América,£4.32m,in,4.32,Premier League,2010,2010/2011
Birmingham City,Curtis Davies,25.0,Centre-Back,Aston Villa,£3.60m,in,3.6,Premier League,2010,2010/2011
Birmingham City,Aleksandr Hleb,29.0,Attacking Midfield,FC Barcelona,Loan fee:£1.08m,in,1.08,Premier League,2010,2010/2011
Birmingham City,Matt Derbyshire,24.0,Centre-Forward,Olympiacos,Loan fee:£540k,in,0.54,Premier League,2010,2010/2011
Birmingham City,Martin Jiranek,31.0,Centre-Back,Spartak Moscow,£540k,in,0.54,Premier League,2010,2010/2011
Birmingham City,Obafemi Martins,26.0,Centre-Forward,Rubin Kazan,Loan fee:£360k,in,0.36,Premier League,2010,2010/2011
Birmingham City,Enric Vallès,20.0,Defensive Midfield,NAC Breda,Free Transfer,in,0.0,Premier League,2010,2010/2011
Birmingham City,David Bentley,26.0,Right Midfield,Spurs,Loan,in,0.0,Premier League,2010,2010/2011
Birmingham City,Jordon Mutch,19.0,Central Midfield,Watford,"End of loanJan 4, 2011",in,0.0,Premier League,2010,2010/2011
Birmingham City,Robin Shroot,22.0,Centre-Forward,Cheltenham Town,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Birmingham City,Dan Preston,19.0,Centre-Back,Hereford Utd.,"End of loanApr 14, 2011",in,0.0,Premier League,2010,2010/2011
Birmingham City,Jay O'Shea,22.0,Attacking Midfield,Stevenage FC,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Birmingham City,Reece Fleet,18.0,Midfielder,Birmingham U18,-,in,0.0,Premier League,2010,2010/2011
Birmingham City,Luke Hubbins,19.0,Right Midfield,Notts County,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Birmingham City,Jake Jervis,19.0,Right Winger,Hereford Utd.,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Birmingham City,Garry O'Connor,27.0,Centre-Forward,Barnsley FC,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Birmingham City,Luke Hubbins,18.0,Right Midfield,Birmingham U18,-,in,0.0,Premier League,2010,2010/2011
Birmingham City,Jake Jervis,19.0,Right Winger,Notts County,"End of loanNov 1, 2010",in,0.0,Premier League,2010,2010/2011
Birmingham City,Jay O'Shea,22.0,Attacking Midfield,Port Vale,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Birmingham City,Marcus Bent,32.0,Centre-Forward,Wolves,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Birmingham City,Marcus Bent,32.0,Centre-Forward,Sheffield Utd.,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Birmingham City,Jordon Mutch,18.0,Central Midfield,Doncaster,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Birmingham City,Franck Queudrue,31.0,Left-Back,Colchester Utd.,"End of loanJun 1, 2010",in,0.0,Premier League,2010,2010/2011
Birmingham City,Míchel,25.0,Central Midfield,AEK Athens,Loan fee:£158k,out,0.158,Premier League,2010,2010/2011
Birmingham City,Artur Krysiak,20.0,Goalkeeper,Exeter City,Free Transfer,out,0.0,Premier League,2010,2010/2011
Birmingham City,Grégory Vignal,29.0,Left-Back,Atromitos Athen,Free Transfer,out,0.0,Premier League,2010,2010/2011
Birmingham City,Jordon Mutch,18.0,Central Midfield,Watford,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Jake Jervis,19.0,Right Winger,Hereford Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Garry O'Connor,27.0,Centre-Forward,Barnsley FC,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Garry O'Connor,27.0,Centre-Forward,Barnsley FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
Birmingham City,Gary McSheffrey,27.0,Left Winger,Coventry,Free Transfer,out,0.0,Premier League,2010,2010/2011
Birmingham City,Robin Shroot,22.0,Centre-Forward,Cheltenham Town,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Jay O'Shea,22.0,Attacking Midfield,Port Vale,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Marcus Bent,32.0,Centre-Forward,Wolves,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Dan Preston,19.0,Centre-Back,Hereford Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Lee Carsley,36.0,Defensive Midfield,Coventry,Free Transfer,out,0.0,Premier League,2010,2010/2011
Birmingham City,Jake Jervis,18.0,Right Winger,Notts County,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Marcus Bent,32.0,Centre-Forward,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Luke Hubbins,18.0,Right Midfield,Notts County,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Jay O'Shea,22.0,Attacking Midfield,Stevenage FC,Loan,out,0.0,Premier League,2010,2010/2011
Birmingham City,Franck Queudrue,31.0,Left-Back,Without Club,-,out,0.0,Premier League,2010,2010/2011
Birmingham City,Obafemi Martins,26.0,Centre-Forward,Rubin Kazan,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Birmingham City,David Bentley,26.0,Right Midfield,Spurs,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Birmingham City,Christian Benítez,24.0,Centre-Forward,Santos Laguna,"End of loanJun 30, 2010",out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,David Wheater,23.0,Centre-Back,Middlesbrough,£2.48m,in,2.48,Premier League,2010,2010/2011
Bolton Wanderers,Marcos Alonso,19.0,Left-Back,RM Castilla,£2.16m,in,2.16,Premier League,2010,2010/2011
Bolton Wanderers,Tom Eaves,18.0,Centre-Forward,Oldham Athletic,£221k,in,0.221,Premier League,2010,2010/2011
Bolton Wanderers,Robbie Blake,34.0,Second Striker,Burnley,Free Transfer,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Martin Petrov,31.0,Left Winger,Man City,Free Transfer,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Ivan Klasnic,30.0,Centre-Forward,FC Nantes,Free Transfer,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Daniel Sturridge,21.0,Centre-Forward,Chelsea,Loan,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Rodrigo,19.0,Centre-Forward,Benfica,Loan,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Danny Ward,20.0,Centre-Forward,Huddersfield,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Liam Irwin,17.0,Central Midfield,Bolton W. U18,-,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Javlon Campbell,18.0,Centre-Forward,Bolton U23,-,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Danny Ward,19.0,Centre-Forward,Coventry,"End of loanOct 15, 2010",in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Ricardo Gardner,32.0,Left-Back,Preston NE,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Tom Eckersley,18.0,Centre-Back,Bolton W. U18,-,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Tope Obadeyi,21.0,Left Winger,Shrewsbury,"End of loanJan 1, 2011",in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Ali Al-Habsi,29.0,Goalkeeper,Wigan,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Joey O'Brien,25.0,Right-Back,Sheff Wed,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Joe Riley,18.0,Right-Back,Bolton W. U18,-,in,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Chris Basham,21.0,Centre-Back,Blackpool,£1.26m,out,1.26,Premier League,2010,2010/2011
Bolton Wanderers,Danny Ward,19.0,Centre-Forward,Coventry,Loan,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Ricardo Gardner,32.0,Left-Back,Preston NE,Loan,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Ricardo Vaz Tê,23.0,Right Winger,Panionios,Free Transfer,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Tope Obadeyi,20.0,Left Winger,Shrewsbury,Loan,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Stuart McDonald,,Central Midfield,Gretna,Free Transfer,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Jlloyd Samuel,29.0,Defensive Midfield,Cardiff,Loan,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Nicky Hunt,26.0,Right-Back,Bristol City,Free Transfer,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Danny Shittu,30.0,Centre-Back,Millwall,Free Transfer,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Danny Ward,20.0,Centre-Forward,Huddersfield,Loan,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Andrew O'Brien,31.0,Centre-Back,Leeds,?,out,,Premier League,2010,2010/2011
Bolton Wanderers,Ali Al-Habsi,28.0,Goalkeeper,Wigan,Loan,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Daniel Sturridge,21.0,Centre-Forward,Chelsea,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Chris Stokes,19.0,Left-Back,Without Club,-,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Riga Mustapha,29.0,Right Winger,Without Club,-,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Gavin McCann,32.0,Central Midfield,Retired,-,out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Ivan Klasnic,30.0,Centre-Forward,FC Nantes,"End of loanJun 30, 2010",out,0.0,Premier League,2010,2010/2011
Bolton Wanderers,Vladimir Weiss,20.0,Left Winger,Man City,"End of loanJun 1, 2010",out,0.0,Premier League,2010,2010/2011
Blackpool FC,Elliot Grandin,22.0,Right Winger,CSKA Sofia,£1.35m,in,1.35,Premier League,2010,2010/2011
Blackpool FC,DJ Campbell,28.0,Centre-Forward,Leicester,£1.35m,in,1.35,Premier League,2010,2010/2011
Blackpool FC,Chris Basham,21.0,Centre-Back,Bolton,£1.26m,in,1.26,Premier League,2010,2010/2011
Blackpool FC,Craig Cathcart,21.0,Centre-Back,Man Utd U23,£563k,in,0.563,Premier League,2010,2010/2011
Blackpool FC,Matt Phillips,19.0,Right Winger,Wycombe,£360k,in,0.36,Premier League,2010,2010/2011
Blackpool FC,Sergey Kornilenko,27.0,Centre-Forward,Zenit S-Pb,Loan fee:£270k,in,0.27,Premier League,2010,2010/2011
Blackpool FC,Salaheddine Sbaï,25.0,Left-Back,Nîmes Olympique,Free Transfer,in,0.0,Premier League,2010,2010/2011
Blackpool FC,Luke Varney,27.0,Left Winger,Derby,Loan,in,0.0,Premier League,2010,2010/2011
Blackpool FC,David Carney,26.0,Left Winger,FC Twente,Free Transfer,in,0.0,Premier League,2010,2010/2011
Blackpool FC,James Beattie,32.0,Centre-Forward,Rangers,Loan,in,0.0,Premier League,2010,2010/2011
Blackpool FC,Dekel Keinan,25.0,Centre-Back,Maccabi Haifa,Free Transfer,in,0.0,Premier League,2010,2010/2011
Blackpool FC,Marlon Harewood,30.0,Centre-Forward,Aston Villa,Free Transfer,in,0.0,Premier League,2010,2010/2011
Blackpool FC,Andy Reid,28.0,Left Midfield,Sunderland,Free Transfer,in,0.0,Premier League,2010,2010/2011
Blackpool FC,Malaury Martin,21.0,Central Midfield,Monaco,Free Transfer,in,0.0,Premier League,2010,2010/2011
Blackpool FC,Jason Puncheon,24.0,Attacking Midfield,Southampton,Loan,in,0.0,Premier League,2010,2010/2011
Blackpool FC,Richard Kingson,32.0,Goalkeeper,Wigan,?,in,,Premier League,2010,2010/2011
Blackpool FC,Ludovic Sylvestre,26.0,Central Midfield,Mladá Boleslav,?,in,,Premier League,2010,2010/2011
Blackpool FC,Stephen Husband,20.0,Central Midfield,Stockport,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Ashley Eastham,20.0,Centre-Back,Cheltenham Town,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Louis Almond,19.0,Centre-Forward,Barrow,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Ishmel Demontagnac,22.0,Left Winger,Stockport,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Danny Coid,29.0,Right-Back,Rotherham,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Rob Edwards,28.0,Centre-Back,Norwich,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Ashley Eastham,19.0,Centre-Back,Carlisle United,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Mark Halstead,21.0,Goalkeeper,Kettering Town,"End of loanMar 5, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Jason Euell,34.0,Second Striker,Doncaster,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Mark Halstead,20.0,Goalkeeper,Barrow,"End of loanNov 16, 2010",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Marlon Harewood,31.0,Centre-Forward,Barnsley FC,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Blackpool FC,Ben Burgess,28.0,Centre-Forward,Notts County,£630k,out,0.63,Premier League,2010,2010/2011
Blackpool FC,Rob Edwards,28.0,Centre-Back,Norwich,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Al Bangura,22.0,Central Midfield,Mersin IY,Free Transfer,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Louis Almond,18.0,Centre-Forward,Barrow,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Ashley Eastham,19.0,Centre-Back,Cheltenham Town,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Danny Coid,29.0,Right-Back,Rotherham,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Jason Euell,33.0,Second Striker,Doncaster,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Daniel Nardiello,27.0,Centre-Forward,Exeter City,Free Transfer,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Stephen Husband,20.0,Central Midfield,Stockport,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Dekel Keinan,26.0,Centre-Back,Cardiff,Free Transfer,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Mark Halstead,20.0,Goalkeeper,Barrow,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Marlon Harewood,31.0,Centre-Forward,Barnsley FC,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Ishmel Demontagnac,22.0,Left Winger,Stockport,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Hameur Bouazza,25.0,Right Winger,AC Arles,Free Transfer,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Mark Halstead,21.0,Goalkeeper,Kettering Town,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Ashley Eastham,19.0,Centre-Back,Carlisle United,Loan,out,0.0,Premier League,2010,2010/2011
Blackpool FC,James Beattie,33.0,Centre-Forward,Rangers,"End of loanMay 25, 2011",out,0.0,Premier League,2010,2010/2011
Blackpool FC,Joe Martin,20.0,Left-Back,Without Club,-,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Luke Varney,28.0,Left Winger,Derby,"End of loanMay 1, 2011",out,0.0,Premier League,2010,2010/2011
Blackpool FC,Stephen McPhee,29.0,Forward,Retired,-,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Jason Puncheon,24.0,Attacking Midfield,Southampton,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Blackpool FC,Danny Mitchley,20.0,Centre-Forward,Without Club,-,out,0.0,Premier League,2010,2010/2011
Blackpool FC,Stephen Dobbie,27.0,Centre-Forward,Swansea,"End of loanJun 1, 2010",out,0.0,Premier League,2010,2010/2011
