club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Newcastle United,Jóan Símun Edmundsson,19.0,Right Winger,Gateshead FC,"End of loanFeb 5, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,Fraser Forster,23.0,Goalkeeper,Celtic,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,Kazenga LuaLua,20.0,Left Winger,Brighton,"End of loanJan 1, 2011",in,0.0,Premier League,2010,2010/2011
Newcastle United,James Tavernier,18.0,Right-Back,Newcastle U18,-,in,0.0,Premier League,2010,2010/2011
Newcastle United,Fabio Zamblera,20.0,Centre-Forward,Roma U19,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Newcastle United,Xisco,24.0,Centre-Forward,Racing,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Newcastle United,Andy Carroll,22.0,Centre-Forward,Liverpool,£36.90m,out,36.9,Premier League,2010,2010/2011
Newcastle United,Fraser Forster,22.0,Goalkeeper,Celtic,Loan fee:£675k,out,0.675,Premier League,2010,2010/2011
Newcastle United,Ben Tozer,20.0,Defensive Midfield,Northampt. Town,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,James Tavernier,19.0,Right-Back,Gateshead FC,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Ryan Donaldson,19.0,Attacking Midfield,Hartlepool Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Kazenga LuaLua,19.0,Left Winger,Brighton,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Jóan Símun Edmundsson,19.0,Right Winger,Gateshead FC,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Wayne Routledge,26.0,Left Winger,QPR,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Xisco,24.0,Centre-Forward,Dep. La Coruña,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Matthew Grieve,20.0,Centre-Back,Stockport,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Tamás Kádár,20.0,Centre-Back,Huddersfield,Loan,out,0.0,Premier League,2010,2010/2011
Newcastle United,Nicky Butt,35.0,Central Midfield,Retired,-,out,0.0,Premier League,2010,2010/2011
Newcastle United,Wesley Ngo Baheng,20.0,Centre-Forward,Without Club,-,out,0.0,Premier League,2010,2010/2011
Newcastle United,Stephen Ireland,24.0,Attacking Midfield,Aston Villa,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Newcastle United,Jonny Godsmark,20.0,Midfielder,Without Club,-,out,0.0,Premier League,2010,2010/2011
Newcastle United,Fabrice Pancrate,30.0,Right Winger,Without Club,-,out,0.0,Premier League,2010,2010/2011
Newcastle United,Hatem Ben Arfa,23.0,Attacking Midfield,Marseille,"End of loanDec 31, 2010",out,0.0,Premier League,2010,2010/2011
Newcastle United,Fitz Hall,29.0,Centre-Back,QPR,"End of loanJun 1, 2010",out,0.0,Premier League,2010,2010/2011
Fulham FC,Mousa Dembélé,23.0,Central Midfield,AZ Alkmaar,£5.40m,in,5.4,Premier League,2010,2010/2011
Fulham FC,Rafik Halliche,23.0,Centre-Back,Benfica,£2.25m,in,2.25,Premier League,2010,2010/2011
Fulham FC,Carlos Salcido,30.0,Centre-Back,PSV Eindhoven,£1.76m,in,1.76,Premier League,2010,2010/2011
Fulham FC,Steve Sidwell,28.0,Central Midfield,Aston Villa,£540k,in,0.54,Premier League,2010,2010/2011
Fulham FC,Gaël Kakuta,19.0,Left Winger,Chelsea,Loan,in,0.0,Premier League,2010,2010/2011
Fulham FC,Jonathan Greening,31.0,Central Midfield,West Brom,Free Transfer,in,0.0,Premier League,2010,2010/2011
Fulham FC,Eidur Gudjohnsen,32.0,Centre-Forward,Stoke City,Loan,in,0.0,Premier League,2010,2010/2011
Fulham FC,Philippe Senderos,25.0,Centre-Back,Arsenal,Free Transfer,in,0.0,Premier League,2010,2010/2011
Fulham FC,Eddie Johnson,27.0,Centre-Forward,Preston NE,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Fulham FC,Diomansy Kamara,30.0,Right Winger,Leicester,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Fulham FC,Rob Milsom,23.0,Central Midfield,TPS,"End of loanAug 1, 2010",in,0.0,Premier League,2010,2010/2011
Fulham FC,Neil Etheridge,21.0,Goalkeeper,Charlton,"End of loanMar 16, 2011",in,0.0,Premier League,2010,2010/2011
Fulham FC,Kagisho Dikgacoi,26.0,Central Midfield,Crystal Palace,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Fulham FC,Neil Etheridge,20.0,Goalkeeper,Fulham U23,-,in,0.0,Premier League,2010,2010/2011
Fulham FC,Björn Helge Riise,27.0,Right Midfield,Sheffield Utd.,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Fulham FC,Bruno Luz,21.0,Left Winger,QPR,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Fulham FC,Chris Smalling,20.0,Centre-Back,Man Utd,£7.20m,out,7.2,Premier League,2010,2010/2011
Fulham FC,Paul Konchesky,29.0,Left-Back,Liverpool,£3.60m,out,3.6,Premier League,2010,2010/2011
Fulham FC,David Elm,27.0,Centre-Forward,Elfsborg,£324k,out,0.324,Premier League,2010,2010/2011
Fulham FC,Bruno Luz,21.0,Left Winger,Apol. Limassol,£225k,out,0.225,Premier League,2010,2010/2011
Fulham FC,Stefan Payne,18.0,Centre-Forward,Gillingham FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
Fulham FC,Elliot Omozusi,22.0,Right-Back,Leyton Orient,Free Transfer,out,0.0,Premier League,2010,2010/2011
Fulham FC,Wayne Brown,21.0,Attacking Midfield,Bristol Rovers,Free Transfer,out,0.0,Premier League,2010,2010/2011
Fulham FC,Michael Uwezu,19.0,Centre-Forward,Dulwich Hamlet FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
Fulham FC,Eddie Johnson,26.0,Centre-Forward,Preston NE,Loan,out,0.0,Premier League,2010,2010/2011
Fulham FC,Toni Kallio,31.0,Centre-Back,Viking FK,Free Transfer,out,0.0,Premier League,2010,2010/2011
Fulham FC,Kagisho Dikgacoi,26.0,Central Midfield,Crystal Palace,Loan,out,0.0,Premier League,2010,2010/2011
Fulham FC,Erik Nevland,32.0,Centre-Forward,Viking FK,Free Transfer,out,0.0,Premier League,2010,2010/2011
Fulham FC,Rob Milsom,24.0,Central Midfield,Aberdeen FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
Fulham FC,Björn Helge Riise,27.0,Right Midfield,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Fulham FC,Diomansy Kamara,30.0,Right Winger,Leicester,Loan,out,0.0,Premier League,2010,2010/2011
Fulham FC,Neil Etheridge,21.0,Goalkeeper,Charlton,Loan,out,0.0,Premier League,2010,2010/2011
Fulham FC,Fredrik Stoor,26.0,Right-Back,Vålerenga,?,out,,Premier League,2010,2010/2011
Fulham FC,Pascal Zuberbühler,39.0,Goalkeeper,Fulham U23,-,out,0.0,Premier League,2010,2010/2011
Fulham FC,King Gyan,21.0,Defensive Midfield,Without Club,-,out,0.0,Premier League,2010,2010/2011
Fulham FC,Gaël Kakuta,19.0,Left Winger,Chelsea,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Fulham FC,Andranik Teymourian,27.0,Defensive Midfield,Without Club,-,out,0.0,Premier League,2010,2010/2011
Fulham FC,Stefano Okaka,20.0,Centre-Forward,AS Roma,"End of loanJun 30, 2010",out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Somen Tchoyi,27.0,Attacking Midfield,RB Salzburg,£2.70m,in,2.7,Premier League,2010,2010/2011
West Bromwich Albion,Peter Odemwingie,29.0,Right Winger,Loko Moscow,£2.70m,in,2.7,Premier League,2010,2010/2011
West Bromwich Albion,Marc-Antoine Fortuné,29.0,Centre-Forward,Celtic,£2.70m,in,2.7,Premier League,2010,2010/2011
West Bromwich Albion,Nicky Shorey,29.0,Left-Back,Aston Villa,£1.62m,in,1.62,Premier League,2010,2010/2011
West Bromwich Albion,Boaz Myhill,27.0,Goalkeeper,Hull City,£1.62m,in,1.62,Premier League,2010,2010/2011
West Bromwich Albion,Gabriel Tamas,26.0,Centre-Back,AJ Auxerre,£837k,in,0.8370000000000001,Premier League,2010,2010/2011
West Bromwich Albion,Craig Dawson,20.0,Centre-Back,Rochdale,£270k,in,0.27,Premier League,2010,2010/2011
West Bromwich Albion,Paul Scharner,30.0,Centre-Back,Wigan,Free Transfer,in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Pablo Ibáñez,28.0,Centre-Back,Atlético Madrid,Free Transfer,in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,James Hurst,18.0,Right-Back,Portsmouth U18,Free Transfer,in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Steven Reid,29.0,Right-Back,Blackburn,Free Transfer,in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Carlos Vela,21.0,Right Winger,Arsenal,Loan,in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Ishmael Miller,24.0,Centre-Forward,QPR,"End of loanApr 22, 2011",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Daniels,22.0,Goalkeeper,Charlton,"End of loanOct 1, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Daniels,23.0,Goalkeeper,Bristol Rovers,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Reuben Reid,22.0,Centre-Forward,Walsall,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Roman Bednár,27.0,Centre-Forward,Leicester,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Gianni Zuiverloon,24.0,Centre-Back,Ipswich,"End of loanJan 4, 2011",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Lateef Elford-Alliyu,18.0,Centre-Forward,Tranmere Rovers,"End of loanMar 1, 2011",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Craig Dawson,20.0,Centre-Back,Rochdale,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Chris Wood,18.0,Centre-Forward,Barnsley FC,"End of loanNov 14, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Daniels,22.0,Goalkeeper,Rochdale,"End of loanDec 21, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Romaine Sawyers,19.0,Attacking Midfield,Port Vale,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Chris Wood,19.0,Centre-Forward,Brighton,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Marcus Haber,21.0,Centre-Forward,St. Johnstone,"End of loanNov 30, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Joe Mattock,20.0,Left-Back,Sheffield Utd.,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Moore,24.0,Centre-Forward,Derby,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Leon Barnett,25.0,Centre-Back,Norwich,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Marcus Haber,21.0,Centre-Forward,Vancouver,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Borja Valero,25.0,Central Midfield,RCD Mallorca,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Leon Barnett,25.0,Centre-Back,Norwich,£765k,out,0.765,Premier League,2010,2010/2011
West Bromwich Albion,Craig Dawson,20.0,Centre-Back,Rochdale,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Joe Mattock,20.0,Left-Back,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Chris Wood,18.0,Centre-Forward,Barnsley FC,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Reuben Reid,22.0,Centre-Forward,Oldham Athletic,Free Transfer,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Gianni Zuiverloon,23.0,Centre-Back,Ipswich,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Filipe Teixeira,29.0,Right Winger,Metalurh D.,Free Transfer,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Daniels,22.0,Goalkeeper,Rochdale,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Marcus Haber,21.0,Centre-Forward,St. Johnstone,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Daniels,22.0,Goalkeeper,Charlton,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Romaine Sawyers,19.0,Attacking Midfield,Port Vale,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Chris Wood,18.0,Centre-Forward,Brighton,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Cameron Gayle,18.0,Right-Back,Víkingur,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Lateef Elford-Alliyu,18.0,Centre-Forward,Tranmere Rovers,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Jonathan Greening,31.0,Central Midfield,Fulham,Free Transfer,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Andwelé Slory,27.0,Right Winger,Levski Sofia,Free Transfer,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Daniels,23.0,Goalkeeper,Bristol Rovers,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Leon Barnett,24.0,Centre-Back,Norwich,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Ishmael Miller,23.0,Centre-Forward,QPR,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Moore,24.0,Centre-Forward,Derby,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Roman Bednár,27.0,Centre-Forward,Ankaragücü,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Roman Bednár,27.0,Centre-Forward,Leicester,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Robert Koren,29.0,Attacking Midfield,Hull City,Free Transfer,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Reuben Reid,21.0,Centre-Forward,Walsall,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Borja Valero,25.0,Central Midfield,Villarreal,Loan,out,0.0,Premier League,2010,2010/2011
West Bromwich Albion,Luke Moore,24.0,Centre-Forward,Swansea,?,out,,Premier League,2010,2010/2011
West Bromwich Albion,Gabriel Tamas,26.0,Centre-Back,AJ Auxerre,"End of loanJun 30, 2010",out,0.0,Premier League,2010,2010/2011
Manchester United,Bebé,20.0,Left Winger,Vit. Guimarães,£7.92m,in,7.92,Premier League,2010,2010/2011
Manchester United,Chris Smalling,20.0,Centre-Back,Fulham,£7.20m,in,7.2,Premier League,2010,2010/2011
Manchester United,Chicharito,22.0,Centre-Forward,Chivas,£6.75m,in,6.75,Premier League,2010,2010/2011
Manchester United,Anders Lindegaard,26.0,Goalkeeper,Aalesund,£4.50m,in,4.5,Premier League,2010,2010/2011
Manchester United,Tom Cleverley,21.0,Central Midfield,Wigan,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Manchester United,Ritchie De Laet,22.0,Right-Back,Preston NE,"End of loanDec 30, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Reece Brown,18.0,Centre-Back,Man Utd U18,-,in,0.0,Premier League,2010,2010/2011
Manchester United,Conor Devlin,18.0,Goalkeeper,Man Utd U18,-,in,0.0,Premier League,2010,2010/2011
Manchester United,Danny Drinkwater,20.0,Central Midfield,Cardiff,"End of loanJan 25, 2011",in,0.0,Premier League,2010,2010/2011
Manchester United,Joe Dudgeon,20.0,Left-Back,Carlisle United,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Manchester United,Reece Brown,18.0,Centre-Back,Bradford,"End of loanOct 25, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Danny Welbeck,20.0,Centre-Forward,Sunderland,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Manchester United,Joshua King,18.0,Second Striker,Preston NE,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Danny Drinkwater,21.0,Central Midfield,Watford,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Manchester United,Joshua King,18.0,Second Striker,Man Utd U18,-,in,0.0,Premier League,2010,2010/2011
Manchester United,Michael Keane,18.0,Centre-Back,Man Utd U18,-,in,0.0,Premier League,2010,2010/2011
Manchester United,Ritchie De Laet,21.0,Right-Back,Sheffield Utd.,"End of loanOct 24, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Mame Diouf,23.0,Centre-Forward,Blackburn,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Manchester United,James Chester,21.0,Centre-Back,Carlisle United,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Corry Evans,20.0,Central Midfield,Hull City,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Manchester United,Joe Dudgeon,19.0,Left-Back,Man Utd U18,-,in,0.0,Premier League,2010,2010/2011
Manchester United,Conor Devlin,18.0,Goalkeeper,Hartlepool Utd.,"End of loanSep 1, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Ben Amos,20.0,Goalkeeper,Oldham Athletic,"End of loanMar 15, 2011",in,0.0,Premier League,2010,2010/2011
Manchester United,Corry Evans,20.0,Central Midfield,Carlisle United,"End of loanNov 1, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Ben Amos,20.0,Goalkeeper,Molde FK,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Zoran Tosic,23.0,Right Winger,1. FC Köln,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Manchester United,Zoran Tosic,23.0,Right Winger,CSKA Moscow,£8.55m,out,8.55,Premier League,2010,2010/2011
Manchester United,Ben Foster,27.0,Goalkeeper,Birmingham,£6.30m,out,6.3,Premier League,2010,2010/2011
Manchester United,Federico Macheda,19.0,Centre-Forward,Sampdoria,Loan fee:£419k,out,0.419,Premier League,2010,2010/2011
Manchester United,James Chester,21.0,Centre-Back,Hull City,£315k,out,0.315,Premier League,2010,2010/2011
Manchester United,Corry Evans,20.0,Central Midfield,Carlisle United,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,David Gray,22.0,Right-Back,Preston NE,Free Transfer,out,0.0,Premier League,2010,2010/2011
Manchester United,James Chester,21.0,Centre-Back,Carlisle United,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Danny Welbeck,19.0,Centre-Forward,Sunderland,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Ritchie De Laet,22.0,Right-Back,Portsmouth,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Tom Cleverley,21.0,Central Midfield,Wigan,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Reece Brown,18.0,Centre-Back,Bradford,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Tom Heaton,24.0,Goalkeeper,Cardiff,Free Transfer,out,0.0,Premier League,2010,2010/2011
Manchester United,Danny Drinkwater,20.0,Central Midfield,Cardiff,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Corry Evans,20.0,Central Midfield,Hull City,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Joshua King,18.0,Second Striker,Preston NE,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Danny Drinkwater,20.0,Central Midfield,Watford,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Ritchie De Laet,21.0,Right-Back,Sheffield Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Ritchie De Laet,21.0,Right-Back,Preston NE,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Sam Hewson,21.0,Central Midfield,Altrincham,Free Transfer,out,0.0,Premier League,2010,2010/2011
Manchester United,Mame Diouf,22.0,Centre-Forward,Blackburn,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Ben Amos,20.0,Goalkeeper,Oldham Athletic,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Rodrigo Possebon,21.0,Central Midfield,Santos FC,Free Transfer,out,0.0,Premier League,2010,2010/2011
Manchester United,Joe Dudgeon,20.0,Left-Back,Carlisle United,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Conor Devlin,18.0,Goalkeeper,Hartlepool Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Manchester United,Gary Neville,35.0,Right-Back,Retired,-,out,0.0,Premier League,2010,2010/2011
Manchester United,Scott Moffatt,19.0,Centre-Back,Without Club,-,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Ronnie Stam,26.0,Right-Back,FC Twente,£3.60m,in,3.6,Premier League,2010,2010/2011
Wigan Athletic,Mauro Boselli,25.0,Centre-Forward,Estudiantes,£3.33m,in,3.33,Premier League,2010,2010/2011
Wigan Athletic,Franco Di Santo,21.0,Centre-Forward,Chelsea,£2.16m,in,2.16,Premier League,2010,2010/2011
Wigan Athletic,Conor Sammon,24.0,Centre-Forward,Kilmarnock FC,£630k,in,0.63,Premier League,2010,2010/2011
Wigan Athletic,James McArthur,22.0,Central Midfield,Hamilton Acad.,£540k,in,0.54,Premier League,2010,2010/2011
Wigan Athletic,Steven Caldwell,29.0,Centre-Back,Burnley,Free Transfer,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Antolín Alcaraz,27.0,Centre-Back,Club Brugge,Free Transfer,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Adrián López,23.0,Centre-Back,Dep. La Coruña,Free Transfer,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Tom Cleverley,21.0,Central Midfield,Man Utd,Loan,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Ali Al-Habsi,28.0,Goalkeeper,Bolton,Loan,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Lee Nicholls,17.0,Goalkeeper,Wigan U18,-,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Jordan Rugg,19.0,Attacking Midfield,Wigan U18,-,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Won-heui Jo,27.0,Defensive Midfield,Suwon Bluewings,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Lee Nicholls,18.0,Goalkeeper,Sheff Wed,"End of loanMay 1, 2011",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Josh Langley,17.0,Centre-Back,Wigan U18,-,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Jason Koumas,31.0,Attacking Midfield,Cardiff,"End of loanMay 31, 2011",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Chris Kirkland,29.0,Goalkeeper,Leicester,"End of loanDec 31, 2010",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Daniel Redmond,19.0,Attacking Midfield,Wigan U23,-,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Lee Nicholls,18.0,Goalkeeper,Shrewsbury,"End of loanFeb 1, 2011",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Lee Nicholls,18.0,Goalkeeper,Hartlepool Utd.,"End of loanDec 1, 2010",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Callum McManaman,19.0,Right Winger,Wigan U18,-,in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Olivier Kapo,29.0,Attacking Midfield,US Boulogne,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Daniël de Ridder,26.0,Left Winger,Hapoel Tel Aviv,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Rachid Bouaouzan,26.0,Left Midfield,Helsingborg,"End of loanJun 30, 2010",in,0.0,Premier League,2010,2010/2011
Wigan Athletic,Titus Bramble,28.0,Centre-Back,Sunderland,£1.08m,out,1.08,Premier League,2010,2010/2011
Wigan Athletic,Jason Scotland,31.0,Centre-Forward,Ipswich,£1.08m,out,1.08,Premier League,2010,2010/2011
Wigan Athletic,Mauro Boselli,25.0,Centre-Forward,Genoa,Loan fee:£900k,out,0.9,Premier League,2010,2010/2011
Wigan Athletic,Rachid Bouaouzan,26.0,Left Midfield,Helsingborg,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Lee Nicholls,18.0,Goalkeeper,Sheff Wed,Loan,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Tomasz Cywka,22.0,Defensive Midfield,Derby,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Jason Koumas,30.0,Attacking Midfield,Cardiff,Loan,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Won-heui Jo,27.0,Defensive Midfield,GZ Evergrande,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Chris Kirkland,29.0,Goalkeeper,Leicester,Loan,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Mario Melchiot,33.0,Right-Back,Umm Salal,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Paul Scharner,30.0,Centre-Back,West Brom,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Lee Nicholls,18.0,Goalkeeper,Shrewsbury,Loan,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Lee Nicholls,18.0,Goalkeeper,Hartlepool Utd.,Loan,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Tomasz Kupisz,20.0,Right Midfield,Jagiellonia,Free Transfer,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Antonio Amaya,27.0,Centre-Back,Rayo Vallecano,Loan,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Richard Kingson,32.0,Goalkeeper,Blackpool,?,out,,Premier League,2010,2010/2011
Wigan Athletic,Olivier Kapo,29.0,Attacking Midfield,Without Club,-,out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Tom Cleverley,21.0,Central Midfield,Man Utd,"End of loanMay 31, 2011",out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Ali Al-Habsi,29.0,Goalkeeper,Bolton,"End of loanMay 1, 2011",out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Vladimir Stojkovic,26.0,Goalkeeper,Sporting CP,"End of loanJun 30, 2010",out,0.0,Premier League,2010,2010/2011
Wigan Athletic,Marcelo Moreno,23.0,Centre-Forward,Shakhtar D.,"End of loanJun 30, 2010",out,0.0,Premier League,2010,2010/2011
Aston Villa,Darren Bent,26.0,Centre-Forward,Sunderland,£19.35m,in,19.35,Premier League,2010,2010/2011
Aston Villa,Stephen Ireland,23.0,Attacking Midfield,Man City,£8.73m,in,8.73,Premier League,2010,2010/2011
Aston Villa,Jean II Makoun,27.0,Defensive Midfield,Olympique Lyon,£5.58m,in,5.58,Premier League,2010,2010/2011
Aston Villa,Kyle Walker,20.0,Right-Back,Spurs,Loan,in,0.0,Premier League,2010,2010/2011
Aston Villa,Michael Bradley,23.0,Central Midfield,Bor. M'gladbach,Loan,in,0.0,Premier League,2010,2010/2011
Aston Villa,Robert Pirès,37.0,Left Midfield,Without Club,-,in,0.0,Premier League,2010,2010/2011
Aston Villa,Isaiah Osbourne,23.0,Defensive Midfield,Sheff Wed,"End of loanApr 5, 2011",in,0.0,Premier League,2010,2010/2011
Aston Villa,John Carew,31.0,Centre-Forward,Stoke City,"End of loanMay 26, 2011",in,0.0,Premier League,2010,2010/2011
