Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,BbAvH,BbAvD,BbAvA
E0,17/11/2002,West Ham,Man United,1,1,D,0,1,A,M Halsey,3,11,1,4,13,14,10,6,1,1,0,0,4,3.25,1.8,4.5,3.4,1.7,3.8,3.1,1.8,4.33,3.4,1.67,4.33,3.25,1.73,4.5,3.4,1.727,4.33,3.2,1.72,1.6,1.9,1.8,1.9,4.255714286,3.285714286,1.735285714
E0,23/11/2002,Aston Villa,West Ham,4,1,H,1,0,H,C Foy,23,15,11,8,11,15,6,4,3,2,0,0,1.8,3.25,4,1.96,3.33,3.79,1.9,3.1,3.5,1.8,3.2,4,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75,1.9,1.8,2.1,1.66,1.852857143,3.225714286,3.791428571
E0,23/11/2002,Bolton,Chelsea,1,1,D,0,0,D,M Dean,15,15,8,11,4,9,9,10,2,4,0,1,3.5,3.25,1.909,3.51,3.25,2.02,2.9,3,2.2,3.75,3.2,1.83,3.5,3.25,1.91,3.5,3.25,1.909,3.4,3.25,1.9,1.8,1.8,1.9,1.8,3.437142857,3.207142857,1.954
E0,23/11/2002,Everton,West Brom,1,0,H,1,0,H,J Winter,17,13,9,8,14,11,10,6,2,2,0,0,1.444,3.6,7,1.6,3.53,5.7,1.6,3.4,4.6,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.44,3.5,7,1.89,1.75,2,1.72,1.512,3.49,6.042857143
E0,23/11/2002,Fulham,Liverpool,3,2,H,2,0,H,G Poll,11,14,10,11,14,9,1,8,1,0,1,0,3.75,3.25,1.833,3.4,3.3,2,3.5,3.1,1.9,3.75,3.2,1.83,3.5,3.25,1.91,3.5,3.25,1.909,3.5,3.2,1.9,1.95,1.7,1.9,1.8,3.557142857,3.221428571,1.897428571
E0,23/11/2002,Man United,Newcastle,5,3,H,3,1,H,S Dunn,11,10,9,7,14,9,6,1,2,2,0,0,1.615,3.4,5,1.67,3.53,5.4,1.6,3.4,4.6,1.62,3.25,5,1.62,3.4,5,1.615,3.4,5,1.66,3.3,4.5,1.67,2,1.72,2,1.628571429,3.382857143,4.928571429
E0,23/11/2002,Middlesbrough,Man City,3,1,H,0,0,D,N Barry,18,9,7,5,5,12,6,6,0,3,0,1,1.727,3.25,4.333,1.83,3.37,3.95,1.8,3.1,3.8,1.67,3.4,4.33,1.73,3.4,4,1.75,3.4,4,1.72,3.4,4,1.9,1.92,2,1.72,1.746714286,3.331428571,4.059
E0,23/11/2002,Southampton,Arsenal,3,2,H,1,1,D,P Durkin,8,7,3,2,12,16,3,8,1,2,0,1,4.333,3.25,1.727,4.25,3.43,1.83,3.8,3.1,1.8,4.33,3.4,1.67,4.5,3.4,1.67,4.5,3.25,1.7,4.5,3.3,1.66,1.75,1.9,1.8,1.9,4.316142857,3.304285714,1.722428571
E0,23/11/2002,Sunderland,Birmingham,0,1,A,0,0,D,R Styles,7,11,2,9,18,17,5,7,3,3,0,0,1.909,3.25,3.5,1.9,3.3,3.7,1.85,3.1,3.6,1.83,3.2,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,2.05,1.7,2.2,1.61,1.886857143,3.221428571,3.578571429
E0,24/11/2002,Charlton,Blackburn,3,1,H,0,0,D,U Rennie,13,12,9,7,16,17,5,7,2,0,0,0,2.4,3.2,2.6,2.45,3.3,2.6,2.3,3,2.7,2.4,3.25,2.5,2.38,3.2,2.63,2.4,3.2,2.6,2.37,3.1,2.62,1.9,1.7,2,1.72,2.385714286,3.178571429,2.607142857
E0,24/11/2002,Tottenham,Leeds,2,0,H,2,0,H,S Bennett,11,8,6,4,18,16,3,1,3,7,0,0,2.1,3.25,3,2.12,3.41,3.1,2.2,3,2.9,2,3.2,3.2,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2,1.75,1.85,1.83,1.83,2.088571429,3.222857143,3.057142857
E0,30/11/2002,Arsenal,Aston Villa,3,1,H,1,0,H,G Barber,13,12,7,5,11,20,6,9,2,3,0,0,1.333,4,9,1.35,4.32,8,1.4,3.9,6,1.4,3.75,7,1.36,3.75,8.5,1.364,3.75,8.5,1.28,4.5,8,1.76,1.95,1.8,1.9,1.355285714,3.995714286,7.857142857
E0,30/11/2002,Birmingham,Tottenham,1,1,D,0,0,D,E Wolstenholme,13,7,6,3,19,16,1,2,1,0,0,0,2.6,3.2,2.4,2.7,3.38,2.44,2.5,3,2.5,2.6,3.2,2.38,2.63,3.2,2.38,2.6,3.2,2.4,2.6,3.1,2.4,1.92,1.76,2,1.72,2.604285714,3.182857143,2.414285714
E0,30/11/2002,Blackburn,Fulham,2,1,H,1,0,H,P Dowd,8,9,4,7,19,16,6,6,1,2,0,0,2,3.25,3.25,2,3.28,3.44,2,3.1,3.2,1.91,3.2,3.5,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.88,1.86,1.9,1.8,1.987142857,3.218571429,3.298571429
E0,30/11/2002,Chelsea,Sunderland,3,0,H,0,0,D,S Bennett,15,1,11,0,7,12,9,5,0,3,0,0,1.4,3.75,7.5,1.44,4.03,8,1.45,3.6,5.8,1.4,3.75,7,1.36,4,7.5,1.4,3.75,7.5,1.4,3.6,7.5,1.88,1.81,1.83,1.83,1.407142857,3.782857143,7.257142857
E0,30/11/2002,Man City,Bolton,2,0,H,1,0,H,J Winter,13,3,10,3,10,10,11,2,0,2,0,0,1.8,3.25,4,1.88,3.35,3.92,1.9,3.1,3.5,1.73,3.5,3.75,1.8,3.4,3.75,1.8,3.25,4,1.8,3.3,3.75,1.89,1.86,1.83,1.83,1.815714286,3.307142857,3.81
E0,30/11/2002,West Brom,Middlesbrough,1,0,H,0,0,D,P Durkin,16,11,8,2,13,8,5,9,0,1,0,0,2.7,3.2,2.3,3,3.33,2.35,2.7,3,2.3,3,3.2,2.1,2.88,3.2,2.2,2.8,3.2,2.25,3,3,2.2,2,1.7,2.1,1.66,2.868571429,3.161428571,2.242857143
E0,1/12/2002,Leeds,Charlton,1,2,A,1,0,H,A D'Urso,18,14,6,10,14,15,5,11,1,1,0,0,1.8,3.25,4,1.75,3.31,4.5,1.75,3.2,4,1.8,3.25,3.75,1.73,3.25,4.33,1.727,3.25,4.333,1.9,3.25,3.4,1.8,1.8,1.9,1.8,1.779571429,3.251428571,4.044714286
E0,1/12/2002,Liverpool,Man United,1,2,A,0,0,D,A Wiley,13,5,7,4,13,11,5,2,1,4,0,0,2.3,3.2,2.7,2.3,3.27,2.8,2.1,3,3.1,2.38,3.2,2.6,2.3,3.2,2.75,2.3,3.2,2.75,2.25,3.1,2.8,1.75,1.85,1.72,2,2.275714286,3.167142857,2.785714286
E0,1/12/2002,Newcastle,Everton,2,1,H,0,1,A,M Halsey,24,7,15,5,13,18,11,2,0,1,0,1,1.909,3.25,3.5,1.96,3.27,3.75,1.8,3.1,3.8,2.1,3.2,3,1.8,3.4,3.75,1.833,3.3,3.75,1.9,3.25,3.4,1.8,1.8,1.8,1.9,1.900285714,3.252857143,3.564285714
E0,2/12/2002,West Ham,Southampton,0,1,A,0,0,D,M Riley,14,9,7,3,10,11,6,1,1,1,0,0,2.25,3.25,2.75,2.2,3.25,3.11,,,,2.2,3.25,2.75,2.2,3.2,2.88,2.2,3.2,2.875,2.25,3.2,2.75,1.85,1.75,2,1.72,2.216666667,3.225,2.8525
E0,7/12/2002,Aston Villa,Newcastle,0,1,A,0,0,D,S Bennett,12,11,4,5,9,10,6,5,2,0,0,0,2.375,3.2,2.625,2.35,3.35,2.75,2.2,3,2.9,2.25,3.2,2.75,2.3,3.2,2.75,2.3,3.2,2.75,2.3,3.2,2.62,1.8,1.8,1.9,1.8,2.296428571,3.192857143,2.735
E0,7/12/2002,Bolton,Blackburn,1,1,D,1,0,H,N Barry,18,13,7,7,16,10,3,11,2,2,0,0,2.6,3.2,2.4,2.52,3.25,2.52,2.4,3,2.6,2.75,3.2,2.25,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.85,1.75,1.83,1.83,2.538571429,3.164285714,2.467142857
E0,7/12/2002,Charlton,Liverpool,2,0,H,1,0,H,M Riley,14,17,11,7,14,12,4,5,3,3,0,0,3.5,3.25,1.909,4,3.4,1.85,3.6,3.1,1.85,3.2,3.2,2,3.6,3.2,1.91,3.6,3.2,1.909,3.75,3.2,1.83,1.75,1.85,1.9,1.8,3.607142857,3.221428571,1.894
E0,7/12/2002,Everton,Chelsea,1,3,A,1,2,A,E Wolstenholme,14,13,6,10,13,17,9,4,1,6,1,0,2.5,3.2,2.5,2.55,3.35,2.6,2.4,3,2.6,2.38,3.2,2.6,2.4,3.2,2.6,2.5,3.2,2.5,2.37,3.1,2.62,1.85,1.75,1.83,1.83,2.442857143,3.178571429,2.574285714
E0,7/12/2002,Fulham,Leeds,1,0,H,1,0,H,P Durkin,10,6,3,4,10,14,9,1,3,4,0,0,2.1,3.25,3,2.18,3.28,2.95,2.1,3,3.1,1.91,3.25,3.4,2.1,3.25,3,2.1,3.25,3,2,3.3,3.1,1.8,1.8,1.9,1.8,2.07,3.225714286,3.078571429
E0,7/12/2002,Man United,Arsenal,2,0,H,1,0,H,D Gallagher,8,12,6,5,16,12,6,7,1,2,0,0,2.25,3.25,2.75,2.36,3.32,2.82,2.2,3,2.9,2.2,3.25,2.75,2.25,3.25,2.75,2.375,3.2,2.75,2.25,3.2,2.75,1.79,1.9,1.72,2,2.269285714,3.21,2.781428571
E0,7/12/2002,Middlesbrough,West Ham,2,2,D,0,0,D,G Poll,12,14,5,8,13,13,5,7,1,1,0,0,1.615,3.4,5,1.65,3.4,5,1.7,3.2,4.2,1.57,3.25,5.5,1.67,3.2,5,1.667,3.2,5,1.61,3.3,5,1.85,1.75,1.9,1.8,1.640285714,3.278571429,4.957142857
E0,7/12/2002,Southampton,Birmingham,2,0,H,0,0,D,J Winter,13,6,8,2,7,6,6,9,0,2,0,0,1.727,3.5,4,1.8,3.3,4.05,1.8,3.1,3.8,1.73,3.4,4,1.8,3.25,4,1.75,3.25,4.2,1.83,3.2,3.75,1.85,1.75,2.1,1.66,1.776714286,3.285714286,3.971428571
E0,8/12/2002,Tottenham,West Brom,3,1,H,2,0,H,A Wiley,10,13,6,7,16,10,4,3,2,1,0,0,1.444,3.6,7,1.48,3.7,6.6,1.5,3.7,5,1.44,3.6,6.5,1.44,3.6,7,1.444,3.6,7,1.4,3.6,7.5,1.75,1.85,1.9,1.8,1.449714286,3.628571429,6.657142857
E0,9/12/2002,Sunderland,Man City,0,3,A,0,1,A,S Dunn,8,11,6,7,11,12,10,5,0,2,0,0,2.3,3.2,2.7,2.3,3.19,2.85,2.2,3,2.9,2.5,3.2,2.5,2.25,3.25,2.75,2.3,3.2,2.75,2.25,3.2,2.75,1.9,1.71,2.1,1.66,2.3,3.177142857,2.742857143
E0,14/12/2002,Aston Villa,West Brom,2,1,H,1,1,D,M Dean,23,13,12,3,20,14,8,2,3,1,1,0,1.8,3.25,4,1.68,3.3,4.82,1.7,3.2,4.2,1.57,3.25,5.5,1.67,3.2,5,1.667,3.2,5,1.66,3.3,4.5,1.95,1.7,2.1,1.66,1.678142857,3.242857143,4.717142857
